,Hour,Point,Energy,Timestamp,Date,Day of Week,Out_of_Office,Presurvey,Weekly_Survey,Before_Game_Baseline,In_Game_Baseline
1140,8,1.430511474609375e-06,73.09400692736297,2019-01-12 08:00:00,2019-01-12,Saturday,0,4.3,3.79,6.560512782179488,70.70063135540754
1141,9,0.0,116.34611221093613,2019-01-12 09:00:00,2019-01-12,Saturday,0,4.3,3.79,6.4612820769230765,139.54877959340322
1142,10,10.0,84.22588144197098,2019-01-12 10:00:00,2019-01-12,Saturday,0,4.3,3.79,6.5220512948717975,111.00469977626707
1143,11,0.10670995712280272,249.01122888449817,2019-01-12 11:00:00,2019-01-12,Saturday,0,4.3,3.79,7.012564089743588,208.75336391243388
1144,12,0.6257305145263672,186.67615770796527,2019-01-12 12:00:00,2019-01-12,Saturday,0,4.3,3.79,10.323203846153849,80.25052323853454
1145,13,5.7697296142578125e-05,306.74200761919985,2019-01-12 13:00:00,2019-01-12,Saturday,0,4.3,3.79,8.487565384615385,249.20318500613232
1146,14,10.0,362.825556066478,2019-01-12 14:00:00,2019-01-12,Saturday,0,4.3,3.79,10.878719089743589,371.8355137374179
1147,15,0.0,406.732294017113,2019-01-12 15:00:00,2019-01-12,Saturday,0,4.3,3.79,10.176409115384617,328.6302278571684
1148,16,0.0,277.6347468104649,2019-01-12 16:00:00,2019-01-12,Saturday,0,4.3,3.79,11.0275641025641,308.0386270891127
1149,17,0.0,153.82555120128757,2019-01-12 17:00:00,2019-01-12,Saturday,0,4.3,3.79,11.056923076923082,171.4514169462453
1150,8,6.1526780128479,33.23015919492484,2019-01-13 08:00:00,2019-01-13,Sunday,0,4.3,3.79,6.526794897435898,46.90645087891907
1151,9,0.0,127.34755503672815,2019-01-13 09:00:00,2019-01-13,Sunday,0,4.3,3.79,6.1715384615384625,142.67419392933172
1152,10,10.0,97.86573529934216,2019-01-13 10:00:00,2019-01-13,Sunday,0,4.3,3.79,6.655641012820514,103.2774809203835
1153,11,5.221193313598633,200.84617202000638,2019-01-13 11:00:00,2019-01-13,Sunday,0,4.3,3.79,6.773974371794873,197.04767595747845
1154,12,0.0001373291015625,222.78120329443828,2019-01-13 12:00:00,2019-01-13,Sunday,0,4.3,3.79,7.644743602564103,139.9475479835086
1155,13,9.999122619628906,182.9427647102821,2019-01-13 13:00:00,2019-01-13,Sunday,0,4.3,3.79,7.025129461538459,189.52806545032846
1156,14,10.0,370.82644925368413,2019-01-13 14:00:00,2019-01-13,Sunday,0,4.3,3.79,7.214229512820514,361.5327459678031
1157,15,10.0,274.06634130864535,2019-01-13 15:00:00,2019-01-13,Sunday,0,4.3,3.79,7.133589743589742,305.27680933972215
1158,16,0.0,290.65698789822983,2019-01-13 16:00:00,2019-01-13,Sunday,0,4.3,3.79,5.554230756410253,297.6108515408534
1159,17,4.76837158203125e-07,169.83230820854075,2019-01-13 17:00:00,2019-01-13,Sunday,0,4.3,3.79,7.786860256410253,170.00149696895252
1160,8,6.67572021484375e-06,67.4146920883996,2019-01-14 08:00:00,2019-01-14,Monday,0,4.3,0.75,5.949807653846152,73.78559215880206
1161,9,0.0,120.84979982600905,2019-01-14 09:00:00,2019-01-14,Monday,0,4.3,0.75,11.048076935897436,141.0604981896011
1162,10,10.0,110.95816584754739,2019-01-14 10:00:00,2019-01-14,Monday,0,4.3,0.75,20.65320498717949,118.86308753333958
1163,11,0.6869430541992188,247.70700249942712,2019-01-14 11:00:00,2019-01-14,Monday,0,4.3,0.75,27.247948717948717,203.3250761347809
1164,12,9.99466037750244,94.9933813796532,2019-01-14 12:00:00,2019-01-14,Monday,0,4.3,0.75,28.968846038461532,182.99486083149228
1165,13,0.0,316.02539844321063,2019-01-14 13:00:00,2019-01-14,Monday,0,4.3,0.75,26.78608985897436,202.00877373853803
1166,14,10.0,377.4588474996608,2019-01-14 14:00:00,2019-01-14,Monday,0,4.3,0.75,26.64153858974359,395.71963772994064
1167,15,0.0,404.9793063725866,2019-01-14 15:00:00,2019-01-14,Monday,0,4.3,0.75,27.686538461538454,386.2046653173394
1168,16,0.0,283.67512952259733,2019-01-14 16:00:00,2019-01-14,Monday,0,4.3,0.75,29.074935897435893,310.8569904311117
1169,17,0.0,169.57918773839856,2019-01-14 17:00:00,2019-01-14,Monday,0,4.3,0.75,30.39,177.44027027295851
1170,8,9.999984741210938,91.60385696909883,2019-01-15 08:00:00,2019-01-15,Tuesday,0,4.3,0.75,9.958076923076923,47.79977790883003
1171,9,0.0,221.63665530958886,2019-01-15 09:00:00,2019-01-15,Tuesday,0,4.3,0.75,14.314487166666664,115.11092034680505
1172,10,10.0,199.73629327265854,2019-01-15 10:00:00,2019-01-15,Tuesday,0,4.3,0.75,32.51307691025641,92.93334590240342
1173,11,2.4133944511413574,376.09397266751677,2019-01-15 11:00:00,2019-01-15,Tuesday,0,4.3,0.75,30.210126666666664,138.98580616145716
1174,12,9.999994277954102,141.98117253568554,2019-01-15 12:00:00,2019-01-15,Tuesday,0,4.3,0.75,33.25846307692308,109.75274040718023
1175,13,10.0,312.6953435655074,2019-01-15 13:00:00,2019-01-15,Tuesday,0,4.3,0.75,28.521539615384626,240.67406116552164
1176,14,10.0,519.8039721393255,2019-01-15 14:00:00,2019-01-15,Tuesday,0,4.3,0.75,28.508714230769233,312.6787968275932
1177,15,10.0,460.2604347999199,2019-01-15 15:00:00,2019-01-15,Tuesday,0,4.3,0.75,34.019105,323.3032042315013
1178,16,0.0,466.5193373203636,2019-01-15 16:00:00,2019-01-15,Tuesday,0,4.3,0.75,32.231666794871806,253.84400547999172
1179,17,7.287582874298098,122.83880326453327,2019-01-15 17:00:00,2019-01-15,Tuesday,0,4.3,0.75,32.26346153846155,142.9251807046924
1180,8,10.0,67.1206354664979,2019-01-16 08:00:00,2019-01-16,Wednesday,0,4.3,0.75,10.682692269358972,67.26922887744625
1181,9,0.0,129.43044586978792,2019-01-16 09:00:00,2019-01-16,Wednesday,0,4.3,0.75,13.772820499999998,125.2695270182316
1182,10,10.0,95.36418503521736,2019-01-16 10:00:00,2019-01-16,Wednesday,0,4.3,0.75,23.574230782051288,102.48639139446388
1183,11,1.179490089416504,236.2119084149757,2019-01-16 11:00:00,2019-01-16,Wednesday,0,4.3,0.75,28.29641039743591,238.01521293591722
1184,12,0.000293731689453125,219.96092175296758,2019-01-16 12:00:00,2019-01-16,Wednesday,0,4.3,0.75,27.88987164102565,208.93064781385456
1185,13,10.0,181.7341700793943,2019-01-16 13:00:00,2019-01-16,Wednesday,0,4.3,0.75,30.10294885897436,277.4994235779213
1186,14,10.0,355.82878376274016,2019-01-16 14:00:00,2019-01-16,Wednesday,0,4.3,0.75,28.945896025641037,374.26193522419646
1187,15,10.0,276.7337476507148,2019-01-16 15:00:00,2019-01-16,Wednesday,0,4.3,0.75,30.78487307692308,363.1667778207218
1188,16,0.0,263.6324886058701,2019-01-16 16:00:00,2019-01-16,Wednesday,0,4.3,0.75,28.57807692307692,272.302544597831
1189,17,0.0,147.76829758403454,2019-01-16 17:00:00,2019-01-16,Wednesday,0,4.3,0.75,33.72666666666667,161.06521101906114
1190,8,1.060342788696289,84.58875731674242,2019-01-17 08:00:00,2019-01-17,Thursday,0,4.3,0.75,8.531474358974357,65.3334813966809
1191,9,0.0,139.0971882825969,2019-01-17 09:00:00,2019-01-17,Thursday,0,4.3,0.75,11.331923076923074,131.5309060634849
1192,10,10.0,117.86429200264082,2019-01-17 10:00:00,2019-01-17,Thursday,0,4.3,0.75,26.189486910256413,102.61406353722776
1193,11,1.941148281097412,252.91467999902767,2019-01-17 11:00:00,2019-01-17,Thursday,0,4.3,0.75,29.64820411525641,180.9548184736129
1194,12,0.023062705993652344,216.33963233472758,2019-01-17 12:00:00,2019-01-17,Thursday,0,4.3,0.75,29.592628205128197,72.68243939108609
1195,13,7.009506225585938e-05,319.64989044951164,2019-01-17 13:00:00,2019-01-17,Thursday,0,4.3,0.75,30.13596256410257,176.0059463347834
1196,14,10.0,388.7214558931424,2019-01-17 14:00:00,2019-01-17,Thursday,0,4.3,0.75,30.004745256410256,370.3026106239312
1197,15,0.0,430.34312543811205,2019-01-17 15:00:00,2019-01-17,Thursday,0,4.3,0.75,34.311729487307694,356.79951542309584
1198,16,0.0,302.6468077986848,2019-01-17 16:00:00,2019-01-17,Thursday,0,4.3,0.75,31.939422948717947,293.22261877373074
1199,17,0.006000995635986328,174.77463978393482,2019-01-17 17:00:00,2019-01-17,Thursday,0,4.3,0.75,30.698589743589743,164.4746132744703
1200,8,0.003014564514160156,78.0428395850327,2019-01-18 08:00:00,2019-01-18,Friday,0,4.3,0.75,7.930641000000001,51.26823101675576
1201,9,0.0,147.65354721004567,2019-01-18 09:00:00,2019-01-18,Friday,0,4.3,0.75,10.78589743602564,130.5538821667676
1202,10,10.0,104.75472864492231,2019-01-18 10:00:00,2019-01-18,Friday,0,4.3,0.75,18.938846153846157,107.9391084621863
1203,11,1.0349009037017822,263.36749818172336,2019-01-18 11:00:00,2019-01-18,Friday,0,4.3,0.75,22.847948717948714,190.3956248397488
1204,12,9.97670841217041,82.2893185642574,2019-01-18 12:00:00,2019-01-18,Friday,0,4.3,0.75,26.524358974358968,181.99436194420352
1205,13,9.846623420715332,198.82979740083144,2019-01-18 13:00:00,2019-01-18,Friday,0,4.3,0.75,24.31500001282052,190.30464270415737
1206,14,10.0,388.18240448330664,2019-01-18 14:00:00,2019-01-18,Friday,0,4.3,0.75,25.474807807692304,356.38584702986554
1207,15,9.239126205444336,298.69102235711995,2019-01-18 15:00:00,2019-01-18,Friday,0,4.3,0.75,26.893204987179484,277.4456696091886
1208,16,0.0,305.9701069753077,2019-01-18 16:00:00,2019-01-18,Friday,0,4.3,0.75,26.57064103846153,293.19393031510947
1209,17,2.09808349609375e-05,181.6965579405285,2019-01-18 17:00:00,2019-01-18,Friday,0,4.3,0.75,26.405970256410257,162.8395710673275
1210,8,10.0,72.59149420495145,2019-01-19 08:00:00,2019-01-19,Saturday,0,4.3,0.75,6.560512782179488,70.94988062671523
1211,9,0.0,189.24666864513927,2019-01-19 09:00:00,2019-01-19,Saturday,0,4.3,0.75,6.4612820769230765,136.92499467158626
1212,10,10.0,153.38005095923745,2019-01-19 10:00:00,2019-01-19,Saturday,0,4.3,0.75,6.5220512948717975,107.70274933834006
1213,11,9.994126319885254,170.0708870276953,2019-01-19 11:00:00,2019-01-19,Saturday,0,4.3,0.75,7.012564089743588,205.36921434288755
1214,12,9.999998092651367,123.1843940682954,2019-01-19 12:00:00,2019-01-19,Saturday,0,4.3,0.75,10.323203846153849,116.16888701989636
1215,13,10.0,268.73063290212866,2019-01-19 13:00:00,2019-01-19,Saturday,0,4.3,0.75,8.487565384615385,273.25634787699954
1216,14,10.0,413.0946345186807,2019-01-19 14:00:00,2019-01-19,Saturday,0,4.3,0.75,10.878719089743589,371.2393724987542
1217,15,10.0,384.16170683224266,2019-01-19 15:00:00,2019-01-19,Saturday,0,4.3,0.75,10.176409115384617,376.40175179541086
1218,16,0.0,398.66414914878317,2019-01-19 16:00:00,2019-01-19,Saturday,0,4.3,0.75,11.0275641025641,304.28530789006385
1219,17,9.99809741973877,92.125228147073,2019-01-19 17:00:00,2019-01-19,Saturday,0,4.3,0.75,11.056923076923082,168.4596156628917
1220,8,9.999999046325684,96.58455554107051,2019-01-20 08:00:00,2019-01-20,Sunday,0,4.3,0.75,6.526794897435898,35.5288053116199
1221,9,0.0,191.28259604381148,2019-01-20 09:00:00,2019-01-20,Sunday,0,4.3,0.75,6.1715384615384625,118.38542078790763
1222,10,10.0,161.2981223245631,2019-01-20 10:00:00,2019-01-20,Sunday,0,4.3,0.75,6.655641012820514,90.73850287985717
1223,11,0.00560760498046875,373.4103991167098,2019-01-20 11:00:00,2019-01-20,Sunday,0,4.3,0.75,6.773974371794873,203.9153940656672
1224,12,0.0,309.3258630299785,2019-01-20 12:00:00,2019-01-20,Sunday,0,4.3,0.75,7.644743602564103,162.7904463230341
1225,13,10.0,273.17277019281283,2019-01-20 13:00:00,2019-01-20,Sunday,0,4.3,0.75,7.025129461538459,166.42834176405097
1226,14,10.0,523.6638205592867,2019-01-20 14:00:00,2019-01-20,Sunday,0,4.3,0.75,7.214229512820514,341.96614765328263
1227,15,0.0,518.341561831372,2019-01-20 15:00:00,2019-01-20,Sunday,0,4.3,0.75,7.133589743589742,276.5652198445553
1228,16,0.0,386.2424124755449,2019-01-20 16:00:00,2019-01-20,Sunday,0,4.3,0.75,5.554230756410253,269.7019012344521
1229,17,9.916152954101562,115.17699299969708,2019-01-20 17:00:00,2019-01-20,Sunday,0,4.3,0.75,7.786860256410253,150.2167053648332
1230,8,9.999029159545898,38.83005418803929,2019-01-21 08:00:00,2019-01-21,Monday,0,4.3,4.7,5.949807653846152,72.74089602714767
1231,9,0.0,114.2242164317516,2019-01-21 09:00:00,2019-01-21,Monday,0,4.3,4.7,11.048076935897436,141.05816701853368
1232,10,10.0,76.89049531828735,2019-01-21 10:00:00,2019-01-21,Monday,0,4.3,4.7,20.65320498717949,122.8148785739736
1233,11,0.0014023780822753904,238.56836231073464,2019-01-21 11:00:00,2019-01-21,Monday,0,4.3,4.7,27.247948717948717,217.1234083956343
1234,12,0.0,189.63317082886522,2019-01-21 12:00:00,2019-01-21,Monday,0,4.3,4.7,28.968846038461532,142.91751825371057
1235,13,9.999987602233887,166.78549496161003,2019-01-21 13:00:00,2019-01-21,Monday,0,4.3,4.7,26.78608985897436,250.03259467943192
1236,14,10.0,330.344343141207,2019-01-21 14:00:00,2019-01-21,Monday,0,4.3,4.7,26.64153858974359,397.6339102328612
1237,15,0.0,342.32219703735484,2019-01-21 15:00:00,2019-01-21,Monday,0,4.3,4.7,27.686538461538454,390.3230146840467
1238,16,0.0,260.2991574266912,2019-01-21 16:00:00,2019-01-21,Monday,0,4.3,4.7,29.074935897435893,310.0110073343281
1239,17,10.0,47.07575821598979,2019-01-21 17:00:00,2019-01-21,Monday,0,4.3,4.7,30.39,178.9820601964699
1240,8,9.970766067504883,61.13554348950885,2019-01-22 08:00:00,2019-01-22,Tuesday,0,4.3,4.7,9.958076923076923,64.21004908061583
1241,9,0.0,144.07013527217782,2019-01-22 09:00:00,2019-01-22,Tuesday,0,4.3,4.7,14.314487166666664,153.3693648696434
1242,10,10.0,116.360988063039,2019-01-22 10:00:00,2019-01-22,Tuesday,0,4.3,4.7,32.51307691025641,131.5088513496064
1243,11,0.02925252914428712,280.2534977027318,2019-01-22 11:00:00,2019-01-22,Tuesday,0,4.3,4.7,30.210126666666664,213.47565824131453
1244,12,0.0,236.4118804564704,2019-01-22 12:00:00,2019-01-22,Tuesday,0,4.3,4.7,33.25846307692308,90.18850601770384
1245,13,10.0,188.0987466463929,2019-01-22 13:00:00,2019-01-22,Tuesday,0,4.3,4.7,28.521539615384626,244.72460823017445
1246,14,10.0,401.4796171439724,2019-01-22 14:00:00,2019-01-22,Tuesday,0,4.3,4.7,28.508714230769233,374.42077204409225
1247,15,0.0,432.49360808767375,2019-01-22 15:00:00,2019-01-22,Tuesday,0,4.3,4.7,34.019105,346.7608040944412
1248,16,0.0,314.75188811874665,2019-01-22 16:00:00,2019-01-22,Tuesday,0,4.3,4.7,32.231666794871806,326.1057813935907
1249,17,0.0025725364685058594,161.7975161105381,2019-01-22 17:00:00,2019-01-22,Tuesday,0,4.3,4.7,32.26346153846155,136.37822201841928
1250,8,0.19742679595947266,37.216302331560726,2019-01-23 08:00:00,2019-01-23,Wednesday,0,4.3,4.7,10.682692269358972,60.47785402485686
1251,9,0.0,112.44551737266791,2019-01-23 09:00:00,2019-01-23,Wednesday,0,4.3,4.7,13.772820499999998,114.78844371608079
1252,10,10.0,92.59299154149414,2019-01-23 10:00:00,2019-01-23,Wednesday,0,4.3,4.7,23.574230782051288,93.43301163506581
1253,11,4.99008846282959,174.50652625774703,2019-01-23 11:00:00,2019-01-23,Wednesday,0,4.3,4.7,28.29641039743591,233.2780880845074
1254,12,0.03504371643066406,199.58473975598847,2019-01-23 12:00:00,2019-01-23,Wednesday,0,4.3,4.7,27.88987164102565,200.83404267853527
1255,13,9.99954891204834,162.2763966466554,2019-01-23 13:00:00,2019-01-23,Wednesday,0,4.3,4.7,30.10294885897436,206.4875846253194
1256,14,10.0,358.78203100712784,2019-01-23 14:00:00,2019-01-23,Wednesday,0,4.3,4.7,28.945896025641037,347.53356607764135
1257,15,0.0,368.71440030826784,2019-01-23 15:00:00,2019-01-23,Wednesday,0,4.3,4.7,30.78487307692308,295.34021106078916
1258,16,0.0,265.88017565332336,2019-01-23 16:00:00,2019-01-23,Wednesday,0,4.3,4.7,28.57807692307692,249.99701929846333
1259,17,9.99978733062744,50.80845617626496,2019-01-23 17:00:00,2019-01-23,Wednesday,0,4.3,4.7,33.72666666666667,148.06389783688797
1260,8,0.002625942230224609,54.507710715340394,2019-01-24 08:00:00,2019-01-24,Thursday,0,4.3,4.7,8.531474358974357,76.59229139221733
1261,9,0.0,124.1244482188614,2019-01-24 09:00:00,2019-01-24,Thursday,0,4.3,4.7,11.331923076923074,143.98776569593522
1262,10,10.0,75.6712861122456,2019-01-24 10:00:00,2019-01-24,Thursday,0,4.3,4.7,26.189486910256413,116.12431955632094
1263,11,0.0008754730224609375,231.6520082366597,2019-01-24 11:00:00,2019-01-24,Thursday,0,4.3,4.7,29.64820411525641,204.0514431786268
1264,12,0.0,182.1924139114777,2019-01-24 12:00:00,2019-01-24,Thursday,0,4.3,4.7,29.592628205128197,127.50501397885773
1265,13,0.00042057037353515625,287.1819359445158,2019-01-24 13:00:00,2019-01-24,Thursday,0,4.3,4.7,30.13596256410257,234.519803907786
1266,14,10.0,366.27589302745895,2019-01-24 14:00:00,2019-01-24,Thursday,0,4.3,4.7,30.004745256410256,386.9810030297924
1267,15,0.0,389.8240693252196,2019-01-24 15:00:00,2019-01-24,Thursday,0,4.3,4.7,34.311729487307694,382.9868516972733
1268,16,0.0,260.4622757532441,2019-01-24 16:00:00,2019-01-24,Thursday,0,4.3,4.7,31.939422948717947,315.66901803716615
1269,17,9.999378204345703,71.03981853316233,2019-01-24 17:00:00,2019-01-24,Thursday,0,4.3,4.7,30.698589743589743,178.33596313801658
1270,8,9.859086036682127,72.88649923724711,2019-01-25 08:00:00,2019-01-25,Friday,0,4.3,4.7,7.930641000000001,56.469880272217466
1271,9,0.0,164.8974757357812,2019-01-25 09:00:00,2019-01-25,Friday,0,4.3,4.7,10.78589743602564,122.93769385872412
1272,10,10.0,143.01030187781902,2019-01-25 10:00:00,2019-01-25,Friday,0,4.3,4.7,18.938846153846157,104.3252371407868
1273,11,0.002614974975585937,331.13235897044916,2019-01-25 11:00:00,2019-01-25,Friday,0,4.3,4.7,22.847948717948714,214.64633852635663
1274,12,0.0031833648681640625,258.34868611049484,2019-01-25 12:00:00,2019-01-25,Friday,0,4.3,4.7,26.524358974358968,118.92525525461174
1275,13,1.621246337890625e-05,416.235003427556,2019-01-25 13:00:00,2019-01-25,Friday,0,4.3,4.7,24.31500001282052,182.17797247046897
1276,14,10.0,464.2618738415762,2019-01-25 14:00:00,2019-01-25,Friday,0,4.3,4.7,25.474807807692304,345.1339234427172
1277,15,2.86102294921875e-06,488.94284834510046,2019-01-25 15:00:00,2019-01-25,Friday,0,4.3,4.7,26.893204987179484,263.862362120785
1278,16,0.0,371.150422595289,2019-01-25 16:00:00,2019-01-25,Friday,0,4.3,4.7,26.57064103846153,279.27110739308614
1279,17,10.0,76.06191037384836,2019-01-25 17:00:00,2019-01-25,Friday,0,4.3,4.7,26.405970256410257,152.2551751028574
